text,created_at,id,username,retweet_count,like_count,source
"Saya berpendapat, hasil tes wawasan kebangsaan terhadap pegawai KPK, hendaknya tidak serta-merta jadi dasar untuk memberhentikan 75 pegawai yang dinyatakan tidak lulus tes. 

Kalau ada kekurangan, tentu bisa diperbaiki melalui pendidikan kedinasan tentang wawasan kebangsaan. https://t.co/rntwzBZF6V",2021-05-17 10:39:54,1394241257858211843,jokowi,1257,9353,Twitter for Android
We re-iterate our solidarity to the Palestinian people and full support to the creation of an independent and sovereign State of Palestine.,2021-05-16 12:51:28,1393911979073445893,jokowi,409,2973,Twitter for Android
"This afternoon, together with the Prime Minister of Malaysia and Sultan of Brunei Darussalam, we released a Joint Statement on the Escalation of Violence by Israelis in the Occupied Palestinian Territory (16/05). https://t.co/RmE00bVDv8",2021-05-16 12:51:27,1393911976691044354,jokowi,2079,7998,Twitter for Android
"Indonesia strongly condemns Israeli’s attacks which has resulted in the loss of lives of hundreds, including women and children. Israel aggression must be put to a stop.",2021-05-15 08:26:11,1393482830328463364,jokowi,688,3714,Twitter for Android
"We spoke about global developments, including the follow-up of ASEAN Leaders Meeting #ALM, developments in Afghanistan and the very worisome situation in Palestine",2021-05-15 08:26:10,1393482828692611073,jokowi,265,2880,Twitter for Android
"In the last few days, I spoke to President of Turkey, Yang Dipertuan Agong Malaysia, PM of Singapore, President of Afghanistan, Sultan Brunei Darussalam and PM of Malaysia (15/05)",2021-05-15 08:26:10,1393482827371483140,jokowi,724,5689,Twitter for Android
"Assalamualaikum Pak Wapres dan Bu Wury. Selamat hari raya Idulfitri, mohon maaf lahir dan batin. https://t.co/JLwJriVi15",2021-05-13 05:22:34,1392711846537269248,jokowi,792,13132,Twitter for Android
"Kami menggelar tikar dan sajadah di halaman gedung induk Istana Bogor dan melaksanakan salat Id  pagi ini. Imam dan khatibnya adalah 
Ridwan Payopo, anggota Paspampres yang sehari-hari bersama saya. https://t.co/XSXy5tqugh",2021-05-13 01:45:07,1392657124191211522,jokowi,775,8234,Twitter for Android
"Kepada saudara-saudaraku umat Kristiani, semoga kedamaian, kasih sayang, dan kesehatan senantiasa mengiringi langkah kita semua. https://t.co/JQWpYyPWie",2021-05-13 01:05:00,1392647028128116736,jokowi,1628,10963,Twitter Web App
"Di hari Lebaran ini saya dan anda tak bisa mudik seperti tahun-tahun yang lampau. Pandemi masih mengancam Indonesia, memaksa kita tak leluasa untuk saling bersua. 

Semoga wabah ini segera sirna dan kita kembali bertatap muka dan berbagi cerita.

Salam dari saya dan keluarga. https://t.co/lnS8asQdSk",2021-05-13 01:00:01,1392645773595193352,jokowi,492,3261,Twitter Web App
Semoga hari kemenangan ini menjadi momentum bagi kita untuk bangkit dan menang melawan pandemi Covid-19. https://t.co/FFIseRxIwp,2021-05-12 13:37:37,1392474042783858693,jokowi,706,4881,Twitter for Android
"India mengalami lonjakan kasus Covid-19, dan sebagai sahabat dekat, Indonesia tak tinggal diam. Siang ini, Indonesia mengirim 200 unit oxygen concentrators, menyusul bantuan sebelumnya 1.400 tabung oxygen cylinders ke India. 

Teman sejati adalah teman yang hadir saat dibutuhkan. https://t.co/6YpoTqvFt9",2021-05-12 10:24:20,1392425400056238081,jokowi,1882,14409,Twitter for Android
Indonesia condemns such acts and urges the UN Security Council to take measures on the repeated violations carried out by Israel. Indonesia will continue to stand with the people of Palestine.,2021-05-10 06:28:28,1391641267201744899,jokowi,1088,4990,Twitter for Android
"The forced eviction of Palestinians from Sheikh Jarrah, East Jerusalem, and use of force against Palestinian civilians in the Al-Aqsa Mosque must not be ignored.",2021-05-10 06:28:27,1391641264458633216,jokowi,2131,9435,Twitter for Android
"Hari ini, 1,389 juta dosis vaksin siap pakai AstraZeneca tiba di Indonesia. Secara keseluruhan Indonesia telah mengamankan 75,91 juta dosis vaksin dari Sinovac, AstraZeneca, dan Sinopharm. 

Meski ada vaksin, saya berharap masyarakat tetap waspada dan mematuhi protokol kesehatan. https://t.co/8g1gEFfqrN",2021-05-08 10:21:54,1390975239056625670,jokowi,777,5914,Twitter for Android
https://t.co/cyIESx2oCz,2021-05-08 02:06:17,1390850510559748096,jokowi,483,4685,Twitter for Android
Pandemi masih mengancam. Mari menahan diri demi keselamatan bersama. https://t.co/8bUiv0Rya9,2021-05-08 02:06:15,1390850504238845954,jokowi,867,6174,Twitter for Android
"Payung hukumnya sudah ada, Perpres 35/2018. Selain Kota Surabaya, ada 11 kota lain yang ditunjuk dalam Perpres ini. Yakni, DKI Jakarta, Tangerang, Tangerang Selatan, Bekasi, Bandung, Semarang, Surakarta, Makassar, Denpasar, Palembang, dan Manado. https://t.co/rMnWV5AUnO",2021-05-06 13:18:51,1390294991671500802,jokowi,199,2033,Twitter for Android
"Surabaya mewujudkan impian lama saya tentang pengolahan sampah jadi energi listrik. Fasilitas Pengolahan Sampah menjadi Energi Listrik di Tempat Pembuangan Akhir (TPA) Benowo itu saya resmikan siang tadi. 

Semoga kota-kota lain dapat mengikuti apa yang dilakukan di Surabaya ini. https://t.co/XA2gL5wvgs",2021-05-06 13:18:48,1390294982674718720,jokowi,572,4636,Twitter for Android
"Proses pengolahan makanan laut untuk ekspor di PT Bumi Menara Internusa Lamongan. Produknya dalam bentuk jadi, siap saji, atau tinggal digoreng, diekspor ke Eropa, Amerika, Jepang, dll.

Saya mengapresiasi PT BMI yang kegiatan produksinya telah menyerap belasan ribu tenaga kerja. https://t.co/Lflx7zBIGs",2021-05-06 10:08:12,1390247016261816322,jokowi,314,3180,Twitter for Android
"Saya bertemu para nelayan Lamongan sambil mengunjungi Pusat Pemasaran dan Distribusi Ikan Brondong di Pelabuhan Perikanan Nusantara Brondong di Kab. Lamongan, siang ini. 

Alhamdulillah, selama pandemi ini para nelayan tetap bisa melaut seperti biasa, dan hasilnya juga normal. https://t.co/WvAJVIaN2V",2021-05-06 05:57:01,1390183800932495363,jokowi,429,4180,Twitter for Android
"Saya ke Jawa Timur pagi ini untuk bertemu nelayan, mengunjungi pusat pemasaran dan distribusi ikan, dan meninjau pabrik pengolahan makanan laut di Lamongan. 

Saya juga akan ke Surabaya meninjau fasilitas pengolahan sampah menjadi energi listrik di Tempat Pembuangan Akhir Benowo. https://t.co/7CMdMrxBPj",2021-05-06 03:24:39,1390145458849255432,jokowi,775,8077,Twitter for Android
"Pandemi Covid-19 memberikan pelajaran yang luar biasa dalam perencanaan pembangunan nasional. Sebaik apapun perencanaannya, tetap harus siap berubah sesuai tantangan dan peluang.

Yang tidak berubah adalah tujuan utamanya, yaitu untuk kesejahteraan rakyat dan kemajuan bangsa. https://t.co/H41fIoAyLL",2021-05-04 06:42:54,1389470575341441028,jokowi,703,6512,Twitter for Android
"Dua hari ini, para pemilik kios, pedagang, dan karyawan pertokoan di dua pusat perdagangan besar di Jakarta, Thamrin City dan Grand Indonesia, menerima suntikan vaksin Covid-19.

Vaksinasi tersebut diperuntukkan bagi mereka yang sehari-hari berinteraksi langsung dengan publik. https://t.co/tbRXNvHMoE",2021-05-03 06:36:37,1389106604331593733,jokowi,401,3693,Twitter for Android
"Jumlah kasus aktif Covid-19 di Indonesia semakin menurun. Tren kesembuhan pasien juga semakin meningkat. 

Kendati begitu, jangan lengah dan cepat berpuas diri. Covid-19 masih mengancam. Tetap disiplin menjalankan protokol kesehatan.

https://t.co/nrspZCAGLR",2021-05-02 15:23:01,1388876687379558400,jokowi,615,4855,Twitter for Android
"Setahun lebih dunia terkungkung pandemi, tapi semangat belajar anak-anak kita jangan pernah lunglai. Semoga masa-masa sulit ini segera usai, dan kita semua bertatap muka lagi. https://t.co/SoibXqOKXW",2021-05-02 02:02:35,1388675254914928645,jokowi,1454,10000,Twitter for Android
"Hari Buruh Internasional dirayakan bukan sekadar untuk memperingati sebuah momentum di masa lalu, tapi kita memberi penghormatan atas karya dan ketekunan para pekerja yang menggerakkan ekonomi dan dunia usaha.

Para buruh adalah aset besar bangsa kita. https://t.co/1OShwJBr05",2021-05-01 02:37:57,1388321764699119617,jokowi,911,6247,Twitter for Android
"THR akan dibayarkan mulai 10 hari kerja sebelum Idulfitri, dan gaji ke-13 dibayarkan menjelang tahun ajaran baru sekolah.

Pemberian THR ini untuk mendorong peningkatan konsumsi dan daya beli masyarakat yang pada gilirannya bisa menjadi daya ungkit pertumbuhan ekonomi nasional.",2021-04-30 03:57:18,1387979348905316354,jokowi,218,2073,Twitter for Android
"Saya telah menandatangani Peraturan Pemerintah yang menetapkan pemberian THR dan gaji ketiga belas untuk aparatur negara baik itu PNS, CPNS, TNI, Polri, dan pejabat negara, pensiunan, penerima pensiun, penerima tunjangan, Rabu 28 April lalu. https://t.co/EEA3z0nKS0",2021-04-30 03:57:18,1387979346405560324,jokowi,1083,8666,Twitter for Android
"Sekadar informasi, sebelum ada larangan mudik, yang mau mudik di negara ini 89 juta orang, 33% dari penduduk. Begitu mudik dilarang, turun menjadi 11%. Angkanya masih 29 juta. Setelah sosialisasi larangan mudik, turun menjadi 7%. 

Tujuh persen ini masih besar, 18,9 juta orang.",2021-04-30 02:01:56,1387950314003652611,jokowi,178,1549,Twitter for Android
"Lonjakan Covid-19 di sejumlah negara menjadi pengingat kita semua untuk waspada. Jangan pernah lengah, sekecil apapun kasus aktif di satu provinsi, kabupaten, atau kota. 

Menjelang Idulfitri, saya meminta para kepala daerah untuk intens menyampaikan kebijakan peniadaan mudik. https://t.co/cglhs80fEf",2021-04-30 02:01:55,1387950311550029829,jokowi,508,3655,Twitter for Android
"Pemerintah akan memberikan bantuan bagi warga untuk merekonstruksi rumah-rumah yang rusak. Bantuannya beragam sesuai tingkat kerusakan rumah warga. Untuk fasilitas umum yang rusak, akan diperbaiki oleh Kementerian PUPR.

Saya berharap kehidupan warga bisa kembali normal.",2021-04-29 12:28:41,1387745654638669830,jokowi,109,1376,Twitter for Android
"Gempa bumi M 6,1 yang mengguncang Jawa Timur pada 10 April lalu telah merusak sedikitnya 1.716 rumah di Kab. Malang. 

Tadi sore, saya bersama Ketua DPR Ibu Puan Maharani meninjau Desa Majangtengah di Kecamatan Dampit, salah satu desa yang terdampak gempa. https://t.co/Vdg4Pt7Crb",2021-04-29 12:28:41,1387745651836870664,jokowi,527,4455,Twitter for Android
"Bersama Ketua DPR Ibu Puan Maharani menyaksikan petani menanam dan memanen padi di persawahan Desa Kanigoro, Malang, siang tadi.

Dengan hasil panen yang baik, kalkulasi yang tepat, impor beras diharapkan tidak perlu lagi. https://t.co/ghyogvena3",2021-04-29 11:22:00,1387728870590193664,jokowi,700,7953,Twitter for Android
"Untuk pengabdian 53 prajurit tersebut, negara memberi penghargaan kenaikan pangkat satu tingkat serta tanda kehormatan Jalasena Nararya dan menjamin pendidikan bagi putra putri yang ditinggalkan.

Untuk keluarga, pemerintah akan membangunkan rumah di lokasi yang mereka inginkan.",2021-04-29 05:27:48,1387639736638918657,jokowi,276,2389,Twitter for Android
"Suasana duka masih terasa di Hanggar Lanudal Juanda  pagi ini. Saya melihat foto para patriot, juga merasakan kesedihan para istri, anak, dan keluarga awak KRI Nanggala 402 yang saya temui.

Semoga arwah para patriot diberikan tempat terbaik di sisiNya dan diampuni dosa-dosanya. https://t.co/Hb6Vc5kIi2",2021-04-29 05:27:48,1387639734386577417,jokowi,719,6522,Twitter for Android
"Saya ke Jawa Timur pagi ini untuk kunjungan sehari penuh. 

Bersama Ketua DPR Ibu Puan Maharani saya hendak bersilaturahmi dengan perwakilan keluarga korban tenggelamnya kapal selam KRI Nanggala 402 di area Hanggar Lanudal Juanda, Sidoarjo. https://t.co/bTPqfDGknY",2021-04-29 03:07:40,1387604467072131075,jokowi,488,5050,Twitter for Android
"Saya menyampaikan selamat kepada Profesor Indriyanto Seno Adji yang hari ini mengucapkan sumpah jabatan sebagai anggota Dewan Pengawas KPK di Jakarta. 

Prof. Indriyanto menggantikan Pak Artidjo Alkostar yang berpulang beberapa waktu lalu. https://t.co/uFVCINBzA7",2021-04-28 13:33:11,1387399495562895361,jokowi,420,3839,Twitter for Android
"Saya juga mengangkat Laksana Tri Handoko sebagai Kepala Badan Riset dan Inovasi Nasional (BRIN), lembaga yang dibentuk untuk menciptakan ekosistem riset dan inovasi yang lebih baik di Indonesia.

Selamat bekerja.",2021-04-28 12:18:32,1387380709573029896,jokowi,166,1740,Twitter for Android
"Saya melantik Bahlil Lahadalia sebagai Menteri Investasi/Kepala BKPM dan Nadiem Makarim sebagai Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi. 

Pelantikan ini setelah DPR menyetujui penggabungan Kemenristek dan Kemendikbud, serta pembentukan Kementerian Investasi. https://t.co/W4mZ3Mnuum",2021-04-28 12:18:31,1387380707522007043,jokowi,857,6387,Twitter for Android
"Belajar dari munculnya gelombang baru di sejumlah negara itu, kita harus bekerja keras agar kejadian serupa tidak terjadi di Indonesia. 

Pemerintah mengupayakan ketersediaan vaksin, dan kita semua tetap disiplin menjalankan protokol kesehatan.",2021-04-27 02:16:12,1386866740609486855,jokowi,140,1601,Twitter for Android
"Sebanyak 3,852 juta dosis vaksin siap pakai AstraZeneca dari Covax Facility tiba di Indonesia, semalam.

Di tengah gelombang dan varian baru Covid-19 di sejumlah negara, pemerintah Indonesia mengupayakan diplomasi terbaik untuk menjamin ketersediaan stok vaksin Covid-19. https://t.co/vQkWFocBAQ",2021-04-27 02:16:11,1386866738583588870,jokowi,649,5618,Twitter for Android
"Saya telah memerintahkan kepada Panglima TNI dan Kapolri untuk terus mengejar dan menangkap seluruh anggota kelompok kriminal bersenjata ini, baik di Papua maupun di seluruh pelosok Tanah Air.",2021-04-26 08:46:41,1386602622245736450,jokowi,291,2303,Twitter for Android
"Dukacita yang mendalam atas gugurnya Kepala BIN Daerah Papua, Brigjen TNI I Gusti Putu Danny Nugraha Karya, dalam peristiwa kontak tembak dengan kelompok kriminal bersenjata di Distrik Beoga, Kabupaten Puncak, Papua, Minggu sore. https://t.co/1xsCsGiD3y",2021-04-26 08:46:41,1386602620085624833,jokowi,1147,8441,Twitter for Android
"Terima kasih dan apresiasi yang setinggi-tingginya kepada TNI, Polri, Basarnas, Bakamla, BPPT, dan KNKT, serta negara-negara sahabat, atas kerja keras dan bantuan dalam melakukan pencarian kapal selam KRI Nanggala 402 selama beberapa hari terakhir.",2021-04-26 08:41:07,1386601219951534081,jokowi,183,1998,Twitter for Android
"Untuk dedikasi dan pengabdian 53 prajurit TNI tersebut, negara memberikan penghargaan kenaikan pangkat satu tingkat lebih tinggi serta tanda kehormatan Bintang Jalasena. 

Pemerintah juga menjamin pendidikan bagi putra dan putri yang ditinggalkan hingga jenjang pendidikan S-1.",2021-04-26 08:40:43,1386601118872924160,jokowi,327,2731,Twitter for Android
"Dukacita yang mendalam atas gugurnya 53 prajurit TNI AL di KRI Nanggala 402 dalam melaksanakan tugas di perairan utara Pulau Bali. 

Mereka adalah putra-putra terbaik bangsa, patriot penjaga kedaulatan negara. Pengabdian mereka akan terpatri di sanubari seluruh rakyat Indonesia. https://t.co/RB1l2r0RUT",2021-04-26 08:40:05,1386600962022809600,jokowi,910,7148,Twitter for Android
"Segala upaya terbaik untuk pencarian dan penyelamatan awak KRI Nanggala 402 telah dan masih kita lakukan.

Doa dan harapan terbaik bagi 53 putra terbaik bangsa ini, para patriot penjaga kedaulatan negara. Bagi segenap anggota keluarga, kiranya diberikan kesabaran dan kekuatan. https://t.co/Hg1MITUHhy",2021-04-25 07:07:54,1386215374908100608,jokowi,1264,8113,Twitter for Android
"Pemimpin dan perwakilan negara ASEAN tengah bertemu di Jakarta, hari ini atas undangan Ketua ASEAN, Sultan Brunei Darussalam Hassanal Bolkiah. 

Pada ASEAN Leaders' Meeting ini para pemimpin dan perwakilan negara ASEAN berbagi pandangan serta solusi yang baik bagi rakyat Myanmar. https://t.co/jhuT7iM2zL",2021-04-24 10:30:14,1385903903854579713,jokowi,422,5163,Twitter for Android
"ASEAN Leaders' Meeting diselenggarakan di Gedung Sekretariat ASEAN di Jakarta hari ini, Sabtu 24 April 2021.

Selamat datang para sahabat, pemimpin negara-negara ASEAN, di Indonesia. https://t.co/a2S8TsvMvu",2021-04-24 10:25:54,1385902813079740418,jokowi,315,2712,Twitter for Android
"Saya mengadakan pertemuan bilateral dengan Perdana Menteri Vietnam Phạm Minh Chính hari ini di Istana Bogor. 

Vietnam adalah mitra strategis Indonesia di Asia Tenggara. Investasi Indonesia di Vietnam antara lain di bidang pertambangan, otomotif, semen, properti, dll. https://t.co/tF9ceM4gp5",2021-04-23 15:25:06,1385615723943235591,jokowi,435,4676,Twitter for Android
"Buku adalah jendela dunia. Melalui buku kita menjelajah ke berbagai sisi dunia, dari kedalaman laut, rimbun belantara, sampai ke luar angkasa. 

Melalui buku pula kita mengenal gagasan, ilmu, hikayat, dan riwayat yang dituliskan sepanjang sejarah umat manusia. https://t.co/gdDyFXHAbw",2021-04-23 03:52:13,1385441352381460484,jokowi,658,4469,Twitter for Android
"Pemerintah terus mengupayakan yang terbaik dalam pencarian dan penyelamatan seluruh awak KRI Nanggala 402. Prioritas utama kita adalah keselamatan 53 awak kapal.

Mari berdoa agar upaya pencarian ini dimudahkan, dan seluruh awak kapal dapat kembali dalam keadaan selamat. https://t.co/AU95McD1x8",2021-04-22 13:22:11,1385222403651891202,jokowi,1783,13702,Twitter for Android
"Di antaranya, ada perusahaan baterai LG Chem dan produsen kaca KCC Glass Corporation dari Korea Selatan, produsen pipa plastik Belanda Wavin, dan perusahaan keramik asal India Abroad Vitrified.

Kawasan ini diharapkan mendatangkan investasi sebesar Rp41,8 triliun di fase pertama. https://t.co/iCgcpoHjiu",2021-04-21 11:33:28,1384832655795970050,jokowi,211,2127,Twitter for Android
"Pemerintah tengah menyiapkan kurang lebih 4.300 hektare lahan bagi pengembangan Kawasan Industri Terpadu Batang di Jawa Tengah. 

Sejumlah perusahaan multinasional telah berkomitmen untuk berinvestasi di KIT Batang ini yang saya harapkan membutuhkan ratusan ribu tenaga kerja. https://t.co/Rdn2W5HEz7",2021-04-21 11:32:58,1384832529752944644,jokowi,566,4222,Twitter for Android
"Meninjau panen oleh para petani Indramayu, Jawa Barat di Desa Wanasari, hari ini. Tahun 2020, Indramayu jadi kabupaten penghasil beras tertinggi nasional. 

Sampai Juni ini, tidak ada impor beras. Apabila sampai akhir tahun produksi pertanian kita bagus, juga tak akan  ada impor. https://t.co/p77EJ89Pxg",2021-04-21 06:12:21,1384751841028689923,jokowi,684,5457,Twitter for Android
"Tiada awan di langit yang tetap selamanya. Tiada mungkin akan terus-menerus terang cuaca. Sehabis malam gelap gulita lahir pagi membawa keindahan. Kehidupan manusia serupa alam.

Raden Adjeng Kartini (1879 – 1904) https://t.co/62BOGI1dVW",2021-04-21 02:00:01,1384688339618459648,jokowi,2073,12405,Twitter Web App
"Cak Lontong, Bimbim Slank, Widi Mulia Sunarya, Ayu Utami, Hanafi, Nicholas Saputra, dan lain-lain, hari ini menjalani vaksinasi Covid-19 bersama ratusan seniman dan budayawan se-Jabotabek. 

Semoga selekasnya mereka bisa beraktivitas seperti biasa dan terlindungi dari Covid-19. https://t.co/OnYALgefEr",2021-04-19 06:08:44,1384026157989826560,jokowi,695,6466,Twitter for Android
"Diharapkan dalam satu bulan ke depan kita bisa menerima tambahan sekitar 20-an juta dosis lagi hasil produksi dari Bio Farma.

Sampai 17 April kemarin, pemerintah telah melakukan 16,6 juta suntikan dosis vaksinasi kepada masyarakat.",2021-04-18 11:02:44,1383737755117654017,jokowi,155,1528,Twitter for Android
"Sebanyak 6 juta dosis bahan baku vaksin dari Sinovac tiba di Jakarta, siang ini. Vaksin-vaksin ini bagian dari 140 juta dosis vaksin yang akan kita terima tahun ini. 

Vaksin-vaksin tersebut akan diolah dan diproduksi oleh Bio Farma, kemudian didistribusikan ke seluruh Indonesia. https://t.co/fFFKBJD5ZB",2021-04-18 11:02:11,1383737617066254342,jokowi,816,6166,Twitter for Android
"Saya amat memahami kerinduan kita semua untuk merasakan suasana lebaran bersama keluarga di kampung halaman. 

Namun, di tengah situasi pandemi saat ini, keselamatan bersama harus didahulukan.",2021-04-16 14:36:09,1383066690087362561,jokowi,189,2244,Twitter for Android
"Pemerintah memutuskan untuk melarang kegiatan mudik lebaran tahun 2021 ini. 

Keputusan ini diambil dengan melihat pengalaman tahun lalu yang menunjukkan, empat kali libur panjang termasuk Idulfitri dan libur akhir tahun kemarin, selalu diikuti kenaikan kasus positif Covid-19. https://t.co/8fQREqkTUN",2021-04-16 14:35:43,1383066582033723396,jokowi,1092,8044,Twitter for Android
"Saya juga meluncurkan Gerakan Cinta Zakat untuk mendorong partisipasi masyarakat meningkatkan zakat, infak, dan sedekah, dan memastikan penyalurannya kepada yang membutuhkan. 

Semoga zakat ini menyempurnakan ibadah puasa kita, ketakwaan kita, dan ketaatan kita kepada Allah SWT.",2021-04-15 10:29:49,1382642308252721156,jokowi,114,1239,Twitter for Android
"Hari ketiga Ramadan, Alhamdulillah, saya bersama Bapak Wakil Presiden dan para menteri, menyerahkan zakat kepada Badan Amil Zakat Nasional di Istana Negara. 

Saya berharap dana zakat yang dihimpun Baznas ini untuk membantu saudara-saudara kita yang kesulitan akibat pandemi. https://t.co/F0vAazSeng",2021-04-15 10:29:22,1382642197690863623,jokowi,482,4972,Twitter for Android
"Industri otomotif adalah salah satu penggerak perekonomian kita. Industri ini melibatkan banyak pelaku usaha dalam negeri dari hulu sampai hilir, melibatkan UMKM dalam rantai pasok industri otomotif, dan menyerap tenaga kerja.",2021-04-15 06:57:45,1382588943229612032,jokowi,82,1071,Twitter for Android
"Dari Istana Negara, saya membuka secara virtual Indonesia International Motor Show 2021 yang berlangsung 15-21 April 2021 di JIExpo Kemayoran. 

Saya berharap penyelenggaraan pameran otomotif ini dapat meningkatkan reputasi Indonesia di dunia otomotif global. https://t.co/gIXYeMjm43",2021-04-15 06:57:17,1382588823641546756,jokowi,381,3714,Twitter for Android
"Dari aktivitas investasi itu pulalah negara maupun daerah dapat menarik pajak dan retribusi. Sebanyak 76% pendapatan negara diperoleh dari pajak.

Investasi baru perusahaan, pabrik, atau industri berarti ada tambahan pungutan pajak.",2021-04-15 03:17:41,1382533559945027585,jokowi,95,1125,Twitter for Android
"Saya mengingatkan para kepala daerah agar memberi pelayanan dan dukungan penuh bagi dunia usaha yang hendak berinvestasi. 

Investasi yang masuk ke suatu daerah pada gilirannya juga akan menggerakkan perekonomian daerah dan membuka seluas-luasnya lapangan kerja. https://t.co/blq1Aeiz7s",2021-04-15 03:17:00,1382533387148136450,jokowi,406,3981,Twitter for Android
"Di masa pandemi ini, saya meminta para kepala daerah untuk memanfaatkan APBD mereka dalam membantu masyarakat di lapisan bawah yang terdampak pandemi. 

Salah satu caranya ialah dengan memperbanyak program-program padat karya yang dapat menciptakan lapangan pekerjaan di daerah.",2021-04-15 02:24:35,1382520198368927746,jokowi,116,1092,Twitter for Android
"Terkait anggaran, para kepala daerah cukup membuat beberapa kegiatan besar dengan anggaran yang terkonsentrasi ke kegiatan tersebut daripada membagi-baginya ke banyak kegiatan kecil. 

Dengan demikian, hasilnya akan bisa dilihat dan dirasakan oleh masyarakat.",2021-04-15 02:24:12,1382520098917818368,jokowi,103,1104,Twitter for Android
"Para kepala daerah yang terpilih di Pilkada Serentak 2020, saya ingatkan: jabatan itu adalah kehormatan dan tanggung jawab besar. 

Mereka bekerja tidak boleh mengikuti rutinitas belaka, tapi berorientasi pada hasil. Jangan puas dari membaca laporan saja, tapi harus ke lapangan. https://t.co/7IHltintBO",2021-04-15 02:23:40,1382519966289723398,jokowi,464,3743,Twitter for Android
"Jerman adalah mitra dagang terbesar Indonesia dan mitra investasi terbesar ke-4 di Eropa. Wisatawan Jerman merupakan ke-3 terbesar dari Eropa. 

Indonesia menjadi Negara Mitra pada Hannover Messe 2021, salah satu pameran terbesar teknologi industri dunia yang sedang berlangsung.",2021-04-14 02:19:55,1382156632767930368,jokowi,110,1464,Twitter for Android
"Pertemuan bilateral dengan Kanselir Jerman Angela Merkel secara virtual, kemarin sore, sehari setelah kami membuka bersama Hannover Messe 2021. 

Kami membahas beberapa isu, antara lain soal penanganan Covid-19 di dua negara, kerjasama ekonomi, perubahan iklim, juga isu Myanmar. https://t.co/fAwps2PZrO",2021-04-14 02:19:31,1382156534046597122,jokowi,482,5062,Twitter for Android
"Hannover Messe berlangsung 12-16 April 2021 di Hannover, Jerman. Sebagai negara mitra, Indonesia menghadirkan 156 eksibitor dari perusahaan industri skala besar, industri kecil dan menengah, rintisan, kawasan industri, asosiasi industri, BUMN, serta kementerian dan lembaga.",2021-04-13 03:35:45,1381813331242012675,jokowi,129,1340,Twitter for Android
"Hannover Messe 2021 dibuka semalam (siang waktu Jerman). Kanselir Jerman Angela Merkel dan saya, bersama-sama secara virtual membuka pameran besar dunia teknologi industri itu. 

Ini sebuah kehormatan bagi Indonesia yang untuk kedua kalinya menjadi negara mitra Hannover Messe. https://t.co/uRMhGgkWmV",2021-04-13 03:35:16,1381813208315400193,jokowi,531,5006,Twitter for Android
"Selamat datang bulan Ramadan, bulan penuh pahala dan pengampunan. 

Semoga kita semua senantiasa berlimpahkan rahmat dari Allah SWT, dan negeri ini dijauhkan dari penyakit dan bencana. https://t.co/uRNBH9pwiO",2021-04-12 13:24:13,1381599036646428672,jokowi,1756,12360,Twitter for Android
"Saya telah memerintahkan segenap jajaran terkait sampai pemerintah daerah untuk segera melakukan langkah-langkah tanggap darurat, mencari dan menemukan korban yang tertimpa reruntuhan dan melakukan perawatan pada korban luka-luka.",2021-04-11 11:24:37,1381206548257513479,jokowi,178,2266,Twitter for Android
